variant,method,id,seed,schedule_id,family,event,static_timely,variant_timely,static_false,variant_false,timely_gain,false_gain
static_plus_persistence,Static + persistent departure,confirmation|163|211|13,163,211,13,8.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|211|14,163,211,14,2.0,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|211|15,163,211,15,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|211|16,163,211,16,6.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|211|17,163,211,17,8.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|211|18,163,211,18,3.0,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|223|2,163,223,2,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|223|6,163,223,6,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|223|11,163,223,11,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|223|12,163,223,12,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|223|13,163,223,13,8.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|223|14,163,223,14,2.0,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|223|15,163,223,15,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|223|16,163,223,16,5.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|223|17,163,223,17,8.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|223|18,163,223,18,2.0,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|227|2,163,227,2,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|227|6,163,227,6,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|227|11,163,227,11,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|227|12,163,227,12,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|227|13,163,227,13,7.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|227|14,163,227,14,2.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|227|15,163,227,15,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|227|16,163,227,16,6.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|227|17,163,227,17,9.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|227|18,163,227,18,3.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|211|2,113,211,2,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|211|6,113,211,6,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|211|11,113,211,11,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|211|12,113,211,12,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|211|13,113,211,13,7.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|211|14,113,211,14,2.0,False,True,False,False,1,0
current_state,Static + both proxy channels,confirmation|113|211|15,113,211,15,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|211|16,113,211,16,6.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|211|17,113,211,17,3.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|211|18,113,211,18,3.0,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|223|2,113,223,2,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|223|6,113,223,6,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|223|11,113,223,11,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|223|12,113,223,12,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|223|13,113,223,13,9.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|223|14,113,223,14,2.0,False,True,False,False,1,0
current_state,Static + both proxy channels,confirmation|113|223|15,113,223,15,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|223|16,113,223,16,6.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|223|17,113,223,17,6.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|223|18,113,223,18,2.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|227|2,113,227,2,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|227|6,113,227,6,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|227|11,113,227,11,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|227|12,113,227,12,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|227|13,113,227,13,8.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|227|14,113,227,14,2.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|227|15,113,227,15,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|227|16,113,227,16,6.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|227|17,113,227,17,3.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|113|227|18,113,227,18,3.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|211|2,127,211,2,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|211|6,127,211,6,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|211|11,127,211,11,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|211|12,127,211,12,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|211|13,127,211,13,7.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|211|14,127,211,14,2.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|211|15,127,211,15,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|211|16,127,211,16,7.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|211|17,127,211,17,,False,False,True,True,0,0
current_state,Static + both proxy channels,confirmation|127|211|18,127,211,18,3.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|223|2,127,223,2,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|223|6,127,223,6,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|223|11,127,223,11,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|223|12,127,223,12,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|223|13,127,223,13,7.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|223|14,127,223,14,2.0,False,True,False,False,1,0
current_state,Static + both proxy channels,confirmation|127|223|15,127,223,15,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|223|16,127,223,16,8.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|223|17,127,223,17,,False,False,True,True,0,0
current_state,Static + both proxy channels,confirmation|127|223|18,127,223,18,2.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|227|2,127,227,2,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|227|6,127,227,6,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|227|11,127,227,11,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|227|12,127,227,12,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|227|13,127,227,13,7.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|227|14,127,227,14,2.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|227|15,127,227,15,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|227|16,127,227,16,7.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|127|227|17,127,227,17,,False,False,True,True,0,0
current_state,Static + both proxy channels,confirmation|127|227|18,127,227,18,3.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|211|2,139,211,2,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|211|6,139,211,6,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|211|11,139,211,11,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|211|12,139,211,12,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|211|13,139,211,13,7.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|211|14,139,211,14,2.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|211|15,139,211,15,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|211|16,139,211,16,8.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|211|17,139,211,17,9.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|211|18,139,211,18,3.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|223|2,139,223,2,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|223|6,139,223,6,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|223|11,139,223,11,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|223|12,139,223,12,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|223|13,139,223,13,7.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|223|14,139,223,14,2.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|223|15,139,223,15,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|223|16,139,223,16,8.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|223|17,139,223,17,9.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|223|18,139,223,18,3.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|227|2,139,227,2,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|227|6,139,227,6,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|227|11,139,227,11,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|227|12,139,227,12,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|227|13,139,227,13,7.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|227|14,139,227,14,2.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|227|15,139,227,15,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|227|16,139,227,16,9.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|227|17,139,227,17,9.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|139|227|18,139,227,18,3.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|211|2,151,211,2,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|211|6,151,211,6,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|211|11,151,211,11,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|211|12,151,211,12,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|211|13,151,211,13,7.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|211|14,151,211,14,2.0,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|211|15,151,211,15,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|211|16,151,211,16,6.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|211|17,151,211,17,10.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|211|18,151,211,18,4.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|223|2,151,223,2,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|223|6,151,223,6,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|223|11,151,223,11,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|223|12,151,223,12,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|223|13,151,223,13,8.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|223|14,151,223,14,2.0,False,True,False,False,1,0
current_state,Static + both proxy channels,confirmation|151|223|15,151,223,15,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|223|16,151,223,16,6.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|223|17,151,223,17,12.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|223|18,151,223,18,4.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|227|2,151,227,2,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|227|6,151,227,6,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|227|11,151,227,11,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|227|12,151,227,12,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|227|13,151,227,13,7.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|227|14,151,227,14,2.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|227|15,151,227,15,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|227|16,151,227,16,6.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|227|17,151,227,17,11.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|151|227|18,151,227,18,4.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|211|2,163,211,2,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|211|6,163,211,6,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|211|11,163,211,11,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|211|12,163,211,12,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|211|13,163,211,13,8.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|211|14,163,211,14,2.0,False,True,False,False,1,0
current_state,Static + both proxy channels,confirmation|163|211|15,163,211,15,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|211|16,163,211,16,6.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|211|17,163,211,17,8.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|211|18,163,211,18,3.0,False,True,False,False,1,0
current_state,Static + both proxy channels,confirmation|163|223|2,163,223,2,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|223|6,163,223,6,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|223|11,163,223,11,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|223|12,163,223,12,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|223|13,163,223,13,8.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|223|14,163,223,14,2.0,False,True,False,False,1,0
current_state,Static + both proxy channels,confirmation|163|223|15,163,223,15,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|223|16,163,223,16,5.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|223|17,163,223,17,8.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|223|18,163,223,18,2.0,False,True,False,False,1,0
current_state,Static + both proxy channels,confirmation|163|227|2,163,227,2,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|227|6,163,227,6,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|227|11,163,227,11,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|227|12,163,227,12,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|227|13,163,227,13,7.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|227|14,163,227,14,2.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|227|15,163,227,15,,False,False,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|227|16,163,227,16,6.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|227|17,163,227,17,9.0,True,True,False,False,0,0
current_state,Static + both proxy channels,confirmation|163|227|18,163,227,18,3.0,True,True,False,False,0,0
